Title,Company,Location,JD,URL
"Manager, Display Strategic Sourcing - AR/VR",Facebook,"Menlo Park, CA","skills:  
Develop overall vision, strategy and execution plan for the Global Display module Sourcing function. Driving an integrated long-term supplier development approach focused on delivering world class quality, delivery and cost. 
Negotiate and execute master supply contracts and other critical agreements including but not limited to licensing agreements, SOWs, etc. 
Establish, manage and own strategic supplier relationships at the supplier executive level. 
Develop, manage and refresh individual and customized Display technology, Architecture and commodity sourcing strategies for each actively managed technology. 
Lead Supplier QBR process focused on exceeding Facebook KPI’s and continuous performance improvement. 
Analyze, develop and implement supplier capacity and custom Display “should cost” model. 
Develop deep technical and commercial relationships with executive management at suppliers. 
Influence supplier technology roadmaps and create internal disruptive value-add to ensure Facebook’s system architecture and commercial requirements are met. 
Work in partnership with the various engineering teams to develop an approved and qualified supply base, develop strategic partnerships that address our needs and, on an ongoing basis, continuously improve supplier performance. 
Partner with cross-functional teams (i.e., PM, engineering, quality, ID, PD, logistics, etc.) to continuously improve overall system-level landed cost and identify strategic trends in Facebook’s design practices that will have an impact on procurement. 
Influence engineering and architecture teams for NPI development strategy and implementation, optimizing design/materials/process selection to drive lowest cost, industry leading quality, and continuity of predictable supply. 
Lead Total Cost Reduction program to ensure the lowest possible total cost, including product cost, transportation cost, inventory cost, and cost of quality. 
Develop commodity supplier sourcing strategy ensuring the supplier is capable of meeting Facebook’s current and future technical and business requirements. 
Drive Early Supplier Involvement initiatives to ensure our suppliers are proactively providing input into new product designs and future product roadmaps. 
10+ years of sourcing and procurement experience in Display and/or Electronics Commodity and technology management, including demonstrated experience managing overall supplier performance. 
Engineering or Technical BS degree. 
Experience working in enterprises with hardware portfolio. 
Expertise in market analysis to dissect market size, players, customers, growth, technology replacements/forecasts, pricing trends, etc., to formulate sourcing strategies. 
Expertise in financial statement analysis to derive should-cost models and cost competitiveness/financial strengths of suppliers, as well as gathering market intelligence. 
Advanced Engineering degree and/or MBA. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=3bfe4e1694cd4777&fccid=1639254ea84748b5&vjs=3
"Product Policy Manager, AR/VR and Devices",Facebook,"Menlo Park, CA","skills:  
Evaluate and provide policy guidance on new products and features 
Work with software developers, designers, lawyers, product managers, and others to help interdisciplinary teams address policy, legal, engineering, user interface, business, marketing and other privacy requirements 
Help Facebook regarding product policy issues, including in external meetings and at conferences 
Help articulate policy philosophy, launches, and changes to relevant parties, including management, operations, and other internal and external stakeholders 
Build out and manage a small team 
Bachelor's degree in public policy, legal, political science or related field 
7+ years of work experience in public policy, policy enforcement, or product design with a focus on Trust and Safety issues 
Experience with data analytics and problem-solving 
Experience with consensus-building in a highly matrixed environment 
JD, MPP, MBA, or technical degree 
Experience in Internet/social media/media content issues, AR/VR, or internet enabled devices 
Experience legislative frameworks 
Experience with messaging, telecommunications, gaming, or mobile applications Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=f368a40605f974ad&fccid=1639254ea84748b5&vjs=3
"Wireless Software Engineer, AR/VR",Facebook,"Menlo Park, CA","skills:  
Support architecture design, software development and integration on embedded platforms 
Engage in feature development, bring-up, troubleshooting and fine-tuning the performance of wireless protocols in the lab and field 
Bachelor's degree in Computer Science, Computer Engineering, or Electrical Engineering 
Minimum 4 years of practical experience with embedded software development in C/C++ 
Familiarity with one or more wireless communication protocols such as LTE, Wi-Fi, Bluetooth 
Experience with test tools and measurement equipment such as JTAG/Debuggers, oscilloscopes, spectrum analyzers, logic analyzers, signal generators 
Experience troubleshooting systems and debugging firmware/hardware and wireless related issues 
Experience with linux device drivers 
Experience with android Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=3f379142b034ddc2&fccid=1639254ea84748b5&vjs=3
"Data Scientist, Analytics - AR/VR Social Experiences",Facebook,"Menlo Park, CA","skills:  
Own the data-driven insights for a large portion of our platform business 
Initiate and lead cross-functional data science and modeling projects with multiple contributors 
Aggregate and analyze complex data sets across multiple teams to identify and interpret large scale trends and patterns to help drive strategy across several teams 
Apply statistical techniques to understand groups of users, their engagement with the platform, and the performance of the platform itself 
Use technologies and methods such as Hive, Python, R, SQL to create deep scalable and repeatable insights that will empower the team while informing roadmap and team priorities 
Mentor data scientists in the team 
Effectively communicate results and insights to the product team and company 
Advanced degree in a quantitative discipline (e.g., statistics, operations research, econometrics, computer science, applied mathematics, physics, electrical engineering, industrial engineering) or equivalent experience 
8+ years experience doing quantitative analysis or statistical modeling 
Experience in SQL 
Development experience in any scripting language (Python, R, etc.) 
Proven experience influencing cross-functional partners and work across teams to drive product strategy 
Critical thinking experience 
Experience in gaming, virtual reality, or augmented reality Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=0a99e71c986b59dd&fccid=1639254ea84748b5&vjs=3
AR/VR Prototyping Engineer,Apple,"Santa Clara Valley, CA 95014","skills:  
2+ years of experience developing apps, games or AR/VR experiences 
Proficiency with Unity, Unreal, or similar 3D engines 
Proficiency in programming languages such as C#, Objective-C, Swift, etc 
Experience doing rapid prototyping. Good intuition in making time vs. complexity tradeoffs Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=b7dadb76b5429eb5&fccid=c1099851e9794854&vjs=3
"Systems Software Engineer, AR/VR",Facebook,"Menlo Park, CA","skills:  
Design and implement OS components at all layers of the system, e.g. kernel, synchronization primitives, resource allocators, memory management, security, I/O systems, persistence, etc. 
Work with hardware vendors and the upstream community to debug and tune drivers as needed. 
Design and implement device and bus drivers that operate efficiently in a power constrained environment yet when pressed can efficiently deliver large volumes of data with low-latency and high-bandwidth. 
Debug complex, system-level, multi-component issues that typically span across multiple layers from kernel to application. 
Profile performance problems and drive optimizations that span the entire software stack. 
Bring up new devices and lead debugging and performance tuning exercises that span multiple hardware/firmware/software teams. 
Understand software components from multiple partner teams, lead the integration of those components into the unified product code base, and drive their continued development. 
Bachelor’s degree in Computer Science, Computer Engineering or equivalent combination of education and experience. 
4+ years of programming experience in C/C++. 
4+ years experience in the following: device driver development or embedded systems, or operating systems internals on at least one platform. 
4+ years experience working on systems software in a large-scale code base. 
4+ years experience developing, debugging, and shipping software products on large code bases that span platforms and tools. 
Experience with Software Development processes including: source control, bug tracking, and design documentation. 
Experience working on multiple classes of drivers e.g., bus, block, wireless, display drivers. 
Experience developing low level system services exchanging data using standard IPC techniques. 
Experience with specialized kernel functions: synchronization primitives, memory management, schedulers and dispatchers, TLB (Translation Lookaside Buffer) management. 
Experience with low-latency, high bandwidth, streaming hardware devices, e.g. video cameras, graphics cards, etc. 
Experience with new device bring-up. 
Experience with ARM platforms. 
Experience in native systems development. 
Experience developing HAL and device drivers for embedded Linux or Android. 
Experience with building software security for Operating Systems. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=b2cbb1ab41b3f3f8&fccid=1639254ea84748b5&vjs=3
AR/VR Business Analyst,Tailored Management,"Menlo Park, CA","skills:  Consolidate third-party retailer sales reports and upload reports to Hive Metastore. Use SQL to query sales related data on a distributed system. Create reports and dashboards to support sales leadership in making effective, analytically driven, and strategic decisions. Explore new data sources to add signal to existing models and develop models for new sales opportunities. Perform ad-hoc and in-depth analyses and then reporting/presenting insights. Partner with regional heads of sales to develop regional sales strategy. 2+ years of experience in business reporting, business intelligence or sales analytics. Reporting experience in a consumer electronics environment or retail industry preferred. Experience in querying and manipulating raw datasets for analysis using SQL (Presto, Spark, Hive). Experience in data ETL preferred. Experience in visualization, dashboards and reporting using Tableau, or other BI tools. Ability to partner with cross functional teams, prioritize tasks and move fast on projects. Experience in communicating findings to both technical and non-technical audiences. BS/MS degree in a quantitative discipline: statistics, applied mathematics, business analytics, computer science, engineering, economics, etc. Bachelor's (Required) United States (Required) One location Health insurance Dental insurance Vision insurance Monday to Friday Day shift 8 hour shift Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DI_pqscLjs9LkB0jlO39g2s8RE9SCHTdataN4HV1TulGfWI13h5d2IIBkrMCBpdyoKFuk6LoRw93nv9VIf-nwycaiTnbsKlxaYmP2oUVCrEos5MOIWzflKyJqtBexCiKWVxNVq0D9Lo3YRyX8n959AonagBpNTwfxL-PurTe6VIuRucl5-GiO9ONvzspCyLGAQzA-6MA2g9F5bItxQ-CgPq3KNM6D36gI9bRS3W8jGj9W34clw0_isj_CmgsGM7yubhahLZrW-BST60RRh8p6ly5EArhvleOy8e7Y1zwfC5XCRSv6aHHHk2-8FECFWbho-wE8u8RX6MBkxtb12k5JuYKwULFg8thioXv-WfCQzO6Sud3iKavHmlfIymEFakKw3gba9n3iBZAhMd8dWVtnUFq63ZNsC-53MrP7aBMHjkScgCFCgsVnvYkmmwGOE_ErnGV-XYtlLkjb3pU8UcgkY&p=10&fvj=1&vjs=3
"Producer, Augmented Reality (Menlo Park)",The Mom Project,"Menlo Park, CA","skills:  Work closely with creative leads to set strategy and goals for creative development efforts Establish and maintain project production schedules to ensure a smooth end-to-end development plan that meets product goals and quality bar, and ensures that all assets are delivered on time and implemented to spec Establish and maintain an efficient and flexible project process that facilitates the creation, review, feedback, revision, deployment cycle of art asset production Strategically source and manage resources to keep project on-track As a point of contact for team communication, establish clear communication channels and process across creative and cross-functional teams, including Product Marketing Managers, Product Development, Engineering, QA, Legal and Policy Schedule, manage and address cross-functional feedback and stakeholder approvals Predict and/or identify roadblocks and obstacles, and proactively establish meetings or integration points between teams to address and resolve them Serve as team lead to align and anchor resources in a fast-paced environment Work closely with cross-functional product and engineering teams to unlock future possibilities that marry emerging technologies and creative expression Facilitate, document and disseminate decisions to key stakeholders Experience working with artists, designers and engineers to design, build, and deliver products and effects that use emerging technologies Experience in AR/VR/MR or 3D production highly desired Experience articulating design direction to artists and non-artists alike Experience working with external vendors (individual artists and agencies) including sourcing and contracting, advising on/defining schedules, assessing proposed production processes, managing assets as they are delivered, and being the daily point of contact for the internal team Experience in project management and relationship building Experience establishing and managing ongoing production Ability to thrive managing a globally distributed team Knowledge with Maya, Adobe Photoshop, Illustrator and other design packages Health Benefits: Medical, Dental, Vision, Life (including spouse & child), 401k, STD/LTD, AD&D, and Commuter Benefits program) Accrued PTO: Up to 15 days per 12 months on assignment New Child Benefit: Up to $4,000 for the birth or adoption of a child while on assignment (conditions apply) Health insurance Dental insurance Vision insurance Monday to Friday Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0BDp_epf89aHDQhKpPegNJQ_ldQpEFZQsM9OcONMGxWx1gfak1_dXnxKhEjFYjFBcyNmE4gglm-h4MqsLaW9b5uYMYhHDT9mYTcUKAesv3Gn81bEnBSv9rR-GZczsrS_vXO1L9QmvglRGi3vSJ4Win-2vVDyC0DjP8hyJ8Vsh5d6K30JIwxxTkJUZGTrketNwM7JOkBXD6NZHoKmgakJK4K1WbYT_uBMsQIw6DO90UxyD6zZqUTqmpYMkOJFBFqhHPqmO6F8GIGoepOAByHy0WGCQJOaiFStW72bKxLbKmWRAI1nFNmF6xPxbplpfhpOkQMtJm21p0uj4JmXVCfHDCnPAuBcvoe3rV_CE3mi0MlK84k6XAvSecemTbGdYFzPz_IjNJ0RIamNHFEWx08ndMAIWoKWlbuBrMf95EKxuRNbAGKhe_nGjaF&p=12&fvj=1&vjs=3
AR/VR Category Performance Manager,Facebook,"Menlo Park, CA","skills:  
Develop global promotional strategies and programs that drive sales 
Creates category strategies & delivers category guidance to the field and cross-functional partners 
Aligns spend to class of trade level activities in market 
Communicates Category marketing plan and class of trade strategies to the sales org and key account managers 
Provides class of trade prioritization framework 
Leverage sales analytics data to help with prioritization 
Weekly and monthly tracking of the success of the category business by evaluating key indicators such as revenue, GM, seasonality, trends, and share goals across all classes of trade 
Jointly own the category marketing plan [CMP] with the Category business manager 
As part of CMP - Plans the channel spend and creates guidelines to optimize sales, profit & improve ROI 
As part of CMP - Work with Operations and Sales to manage inventory allocation and demand planning inputs for seasonality, promotions and channel expansion 
As part of CMP - Provides strategic category & marketing plans and helps develop sales pitch decks and new item launch materials such as derivative skus and product bundles 
Drives strategic category thought leadership presentations with Partners 
Deliver executive level vision and strategy presentations to the Partner regarding the Category and Facebook products within it (the best presenter and storyteller in the company regarding their Category) 
Develops and facilitates monthly business reviews 
Compiles and delivers feedback as the partner to Category Business Management 
Manages lifecycle of products in class of trade 
Travel requirements: 30% 
Bachelor’s degree 
7+ years of experience in Category Management, Merchandising, Product Marketing, Channel Marketing, Finance and Analytics or some relevant combination 
Confident communicator, with presentation skills and the experience to present leadership from internal and external organizations 
Experience understanding levers for driving change by channel, share and revenue in the category (e.g. on price, shelf presence, display, feature, promotions, convenience etc.) 
Advanced skill with either Google Sheets and Slides or Excel and PowerPoint 
Master’s degree/MBA 
Knowledge of the AR/VR/smart display industry 
Experience with P&L management of $200 million plus annual business(es), with at least 3 years of direct P&L accountability/management experience 
Experience adapting and supporting the organization through times of change 
An entrepreneurial mindset 
Experience precisely and proficiently conducting business and data analyses with data driven recommendations for improvements and advancements 
Experience building various levels of strong ongoing customer and organizational relationships 
Exceptional problem solving, project and program management skills 
Experience understanding, translating and mapping strategic business and competitive priorities into analysis and deliver insights 
Deeply values collaboration and experience communicating across varied stakeholders and influence without authority 
Experience dealing with ambiguity, navigating through uncertain situations and quickly adapt to change Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=d448314df2336376&fccid=1639254ea84748b5&vjs=3
AR/VR Test Development Engineer,Facebook,"Menlo Park, CA","skills:  
Develop and deploy advanced manufacturing-ready test stations and accompanying software infrastructure for AR/VR products. 
Analyze, evaluate, design, integrate and test first article fixture to meet specification and proof of concept. 
Develops camera intrinsic and extrinsic calibration specifications, procedures, and debug guides for test solutions. 
Lead functional technology groups and drive cross-functional decisions on test development and architecture. 
Validation of test SW releases, including repeatability and negative testing, and coordinate SW upgrades with fixture integrator and CM/JDM partners. 
Troubleshoot and debug test systems and automation solutions from a software and hardware perspective in full autonomy. 
Oversee rollout and validation of SW/FW releases at manufacturing partner. 
Coordinates third-party vendors in designing, fabricating and developing test systems. 
Support failure analysis on systems returned from the field and use data to improve test strategies and processes. 
Travel up to ~30%, includes domestic and International travels for collaboration with research teams and factory builds support. 
Bachelor’s degree in Computer Science, Electrical Engineering, Mechanical Engineering, Mechatronics or equivalent with 1+ year of experience in developing test solution in a consumer electronics or related field. 
Experience developing hardware test solutions utilizing robotics/precision motion system design. 
Experience with multiple sensor system calibration. 
Master/Ph.D. in relevant degree with backgrounds in computer vision, robotics, SLAM, and/or mechatronics. 
Experience in Python, C/C++ or other programming language in robust fault-tolerant instrumentation/control applications. 
Experience developing calibration stations for multi camera systems and/or IMU sensors. 
Experience developing hardware test solutions internally and with third-party. 
Knowledge of camera calibration concepts such as optical distortion calibration, SLAM, and 3D reconstruction. 
Experience in mathematics such as multi-dimensional transformations, pinhole camera model, stereo vision model. 
Knowledge in statistical methods (6s, SPC, Cpk) for data analytics. 
Experience designing and executing development projects with a design of experiment approach (DOE) to service, troubleshoot, and solve engineering problems. 
Experience in factory test for consumer electronics products. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=caafb4e26dd1b442&fccid=1639254ea84748b5&vjs=3
AR/VR Category Business Manager,Facebook,"Menlo Park, CA","skills:  
Develop and partner with Product Management and Product Marketing stakeholders on the strategy for launching and sustaining AR/VR products and services across channels (retail, first party webstore and enterprise) by being the partner through the product development process 
Drive and deliver go-to-market timelines and sales org deliverables as part of the product development process for assigned categories 
Partner with sales and demand planners to provide early estimate forecasting and revenue for the category business and category product lines 
Drive agreement on key channel objectives and strategies for the category and products with Product Marketing Management and Channel Account teams, globally 
Communicate key issues and opportunities to cross-functional core product groups to influence overall platform strategy, pricing, packaging and product decisions in the category 
Maintain a strong knowledge and awareness of the category industry and competitive trends 
Establish category goals for the half and socialize those goals cross functionally for organizational buy in toward achievement 
Work with Launch Management to programatize and ramp GTM for new inbound product launches. Connecting and coordinating launches across key channels and markets 
Be the distribution expert for key initiatives and respective products in the channel and evangelize key takeaways with the product groups and cross-functional teams 
Provides strategic category & marketing plans and deliver integrated sales pitch decks and new item launch materials for use by the key account managers and Category Performance Managers 
Deliver monthly Category updates to the core sales team inclusive of NPI status, category insights and cross-functional alignments 
Compiles and delivers feedback to marketing and product management 
Manages YOY growth and market share metrics 
Travel requirements: 30% 
Bachelor’s degree 
7+ years of experience in Category Management, Product Management, Product Marketing, Finance and Analytics or some relevant combination 
Demonstrated understanding of channel environment, consumer, and overall marketplace dynamics impacting the AR/VR/Smart screen categories 
Knowledge in online motions and consumer purchase habits by account and product 
Communicator, with presentation skills and experience presenting to leadership from internal and external organizations 
Advanced skill with either Google Sheets and Slides or Excel and PowerPoint 
Master’s degree/MBA 
Experience with P&L management of $200 million and annual business(es), with at least 3 years of direct P&L accountability/management experience 
Experience adapting and supporting the organization through times of change 
An entrepreneurial mindset 
Experience influencing without authority 
Experience precisely and proficiently conducting business and data analyses with data driven recommendations for improvements and advancements 
Experience building various levels of strong ongoing customer and organizational relationships 
Experience understanding, translating and mapping strategic business and competitive priorities into analysis and deliver insights 
Exceptional problem solving, project and program management skills 
Values collaboration and experience communicating across varied stakeholders and influence without authority 
Experience dealing with ambiguity, navigating through uncertain situations and quickly adapting to change Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=e4e0557ab5f10d78&fccid=1639254ea84748b5&vjs=3
"Product Marketing Manager, AR/VR Emerging Products",Facebook,"Menlo Park, CA","skills:  
Lead market assessment and sizing through quantitative analysis, qualitative feedback and represent the consumer point of view internally with Product Management and cross-functional teams in the prioritization, design and development of innovative devices and experiences 
Bring a strong point of view to the team, informing and guiding strategic decisions and tradeoffs related to product value and positioning, features, schedules, cost, pricing, and lifecycle management 
Partner closely with product teams to define the strategy, roadmap and success metrics for products and core technology solutions, ensuring product market fit and long-term lifecycle management 
Create, Manage, and Launch marketing programs and campaigns from start-to-finish that tap into consumer insights, establish AR/VR as a leading product marketing team, and find opportunities to build upon the larger Facebook brand narrative 
Define product positioning, naming, audience definition and sizing, and go-to-market strategy for a portfolio of products and technologies 
Help plan and lead cross-functional campaign strategy that coordinates key moments, messaging, and campaign assets across various channels 
Draft creative briefs and partner with internal teams and external agencies to deliver amazingly inspirational and effective advertising executions 
Design tests, measure impact and learn through a results-driven mindset with cross-functional marketing teams (CRM, Performance Marketing, Growth, Social) 
Partner with our Sales team on category analysis, presentation materials and in-store/online creative assets for in-market products 
2+ years experience with inbound and outbound product marketing, including but not limited to: data-driven analysis, creative production of campaigns, and media planning 
Combination of strategic marketing and hands-on tactical execution 
Experience with consumer research and proficiency in using data and insights to inform product strategy 
Experience working in a cross-functional capacity within a fast-paced, changing environment 
Experience delivering product launch results with internal and external partners including Production, Brand, Sales and PR 
Marketing experience in consumer hardware products and electronics 
Experience and/or domain knowledge in AR, smart home, wearable devices, mobile devices, and/or hardware/software platforms is highly preferred 
BA/BS degree in marketing, business, product development, or related field 
MBA degree Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=d0032684c644a09c&fccid=1639254ea84748b5&vjs=3
AR/VR Enterprise Channel Marketing Manager,Facebook,"Menlo Park, CA","skills:  
In partnership with our Product Marketing team the Enterprise Channel Manager will deliver the go-to-market programs for assigned Enterprise partners to optimize for product awareness & education while delivering Hardware and Software pilots and large scale deployments and associated documentation including white papers and case studies. 
Define, manage and communicate quarterly channel marketing plans. 
Create compelling marketing programs to drive sales that include HW & SW bundles, promotions and content offers. 
Develop business briefs that educate channel partners and online merchandising teams. 
Manage the performance of channel marketing programs and iterate to drive efficiencies. 
Review and approve brand execution of all assets in the channel to ensure on brand execution. 
Manage online channel presence to create best in class enterprise storytelling and experiences. 
Partner with Sales, Product Marketing and Operations to review and improve the customer purchasing experience. 
Influence product positioning by providing monthly briefs with geographical and vertical insights and data to product marketing teams. 
Develop a deep understanding of geographic and vertical product needs and usage and build programs that target those use cases. 
Travel will be required ~30% of the time. 
10+ years experience in global enterprise channel marketing. 
Experience selling and marketing enterprise hardware and software through enterprise channel partners like SHI, CDW, Synnex and Computacenter. 
Proven presentation skills both in presentation and creation. 
Proven track record of exceeding sell through goals with experience at a Global 2000 Hardware and Software company e.g. Microsoft, Cisco, VMware. 
Proven data driven tools experience including Excel, Tableau, etc. 
Demonstrated experience managing sales and marketing funnel. 
Experience working in start-up environment. 
Strong SaaS experience, preferably DaaS experience. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=2ddd3c9d9d8bb5b8&fccid=1639254ea84748b5&vjs=3
"Producer, Augmented Reality (Menlo Park)",The Mom Project,"Menlo Park, CA","skills:  Work closely with creative leads to set strategy and goals for creative development efforts Establish and maintain project production schedules to ensure a smooth end-to-end development plan that meets product goals and quality bar, and ensures that all assets are delivered on time and implemented to spec Establish and maintain an efficient and flexible project process that facilitates the creation, review, feedback, revision, deployment cycle of art asset production Strategically source and manage resources to keep project on-track As a point of contact for team communication, establish clear communication channels and process across creative and cross-functional teams, including Product Marketing Managers, Product Development, Engineering, QA, Legal and Policy Schedule, manage and address cross-functional feedback and stakeholder approvals Predict and/or identify roadblocks and obstacles, and proactively establish meetings or integration points between teams to address and resolve them Serve as team lead to align and anchor resources in a fast-paced environment Work closely with cross-functional product and engineering teams to unlock future possibilities that marry emerging technologies and creative expression Facilitate, document and disseminate decisions to key stakeholders Experience working with artists, designers and engineers to design, build, and deliver products and effects that use emerging technologies Experience in AR/VR/MR or 3D production highly desired Experience articulating design direction to artists and non-artists alike Experience working with external vendors (individual artists and agencies) including sourcing and contracting, advising on/defining schedules, assessing proposed production processes, managing assets as they are delivered, and being the daily point of contact for the internal team Experience in project management and relationship building Experience establishing and managing ongoing production Ability to thrive managing a globally distributed team Knowledge with Maya, Adobe Photoshop, Illustrator and other design packages Health Benefits: Medical, Dental, Vision, Life (including spouse & child), 401k, STD/LTD, AD&D, and Commuter Benefits program) Accrued PTO: Up to 15 days per 12 months on assignment New Child Benefit: Up to $4,000 for the birth or adoption of a child while on assignment (conditions apply) Health insurance Dental insurance Vision insurance Monday to Friday Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0BDp_epf89aHDQhKpPegNJQ_ldQpEFZQsM9OcONMGxWx1gfak1_dXnxKhEjFYjFBcyNmE4gglm-h4MqsLaW9b5uYMYhHDT9mYTcUKAesv3Gn81bEnBSv9rR-GZczsrS_vXO1L9QmvglRGi3vSJ4Win-2vVDyC0DjP8hyJ8Vsh5d6K30JIwxxTkJVpfmPW5nOF5t36KNVdUvGtiqrzUB8d6kib6gBFLyj6u_B7lgC3u-oIEU6R5dt-WxbzdhS70_ltk1YzIeXQ1diRIkoFiPNolZjqL19AfX-N-bfO-ByD_u82jNXg6j2Tq-TQgvdfzxxD6YYQ6kUjqARyTiGhPckNqavFjxK39AlxRrF9RJn0AxF9AvUumUQwkxkEo-PUeVHKR8wwGN8zreL5B12irhF3Or0ZfI_K1WDF0sT2X2BB--deqe7GzkqCTU6RwVrT17Y-xqW_t97AmGFA==&p=11&fvj=1&vjs=3
"Content Manager, AR/VR (Japanese Market)",An Innovative VR Company,"Menlo Park, CA","skills:  Curate and manage the App Store and an extensive editorial calendar for Japan. Assign, edit, and write content for the App Store, including short-form write-ups, deep dives, developer interviews and translate long-format articles from cross-functional teams.
 Strategize content release dates and key programming moments for the region.
 Create, manage, and publish content across CMS platforms.
 Manage CMS pipeline from ingestion to reporting.
 Understand best practices across pricing strategies and sales.
 Adhere to brand and content standards and guidelines.
 Create internal development documentation and best-practices.
 Work cross-functionally with marketing, creative, and technical teams. 3+ years editing creative editorial for traditional and/or online publications
 Experience leading designers and coming up with creative design ideas
 Best practices for editorial engagement and written style guides
 Excellent organizational skills plus the ability to handle multiple projects simultaneously under strict deadlines
 Fluent (speaking, reading, writing) in Japanese and English
 Experience working with Content Management Systems
 Track record of copywriting and merchandizing for a Japanese market
 Passion for emerging technology and the AR/VR industry Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DSgjPPcnEdvoK3uuxfISLALE6pB1FR7YSHOr_tSg5_QKRYSnOT6R6UOXzcwA0IQujpzmY1EQfpqFaya_rnu5e_mOXOCHuvMhq_CdaibB6UQZW1Il3U7-OBoSowpJBcRi3kxHlc4dbDurM2VR0b_FPeix0ot-uPc2PlaEv_tX9nPC5COdDmhmEBREZMtxFHe8NeQYwHcfPQhDf22hcaSTb0gJFpKcZqNm9dxgAvs7xoOsYJFcejWmTEpf4WFWUigdiyMmGFBb-UXHuu6006XbLT8IVrC9WlGi6Tmdbo9yoCHkX1DZbHQzr9vseRbfm-y4aq3iq6q4RdfMlTaDkVYry3kzdTxId70Nxo1PnNxoOBWEL49z3QeFSutKruLtA5j1hKM8uz3EhS1S3Tkhbx3-wWyDfobqR25ZSisOGK78R0E7F61uJWtKLM1SfI7rIgw6vX1WJSaA5YZqmxDtbwENXOT7uRk8dVzDvnFsSx0UFlydX-4mh5TCRdm-54qjotuDmtbO0UijLp5amp-yfB3of4q6NGQjMMYZc=&p=13&fvj=0&vjs=3
